id,open_for_business,city,state,wifi,drive_thru,door_dash,email,phone_number,fax_number,location_map_address,location_map_lat,location_map_lng,address_one,address_two,zip_code,near_by,hours_monday_open,hours_monday_close,hours_tuesday_open,hours_tuesday_close,hours_wednesday_open,hours_wednesday_close,hours_thursday_open,hours_thursday_close,hours_friday_open,hours_friday_close,hours_saturday_open,hours_saturday_close,hours_sunday_open,hours_sunday_close
3ef7f641-e2da-41ab-9fe9-458e871a2062,True,Elyria,OH,True,True,True,store1141@unclejoescoffee.com,4402194222,,831 Cleveland St. Elyria OH 44035,41.3777213,-82.0748471,831 Cleveland St.,,44035,"Elyria, OH; 831 Cleveland St.",600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2000
1800b7a9-da81-463f-841c-fb10d6c5a66f,False,Inkster,MI,True,True,True,store1079@unclejoescoffee.com,,,27206 Michigan Ave. Inkster MI 48141,,,27206 Michigan Ave.,,48141,Inkster; 2706 Michigan Ave.,,,,,,,,,,,,,,
e443fc48-c335-4f6d-aa1f-1eb164b8b304,False,Palos Heights,IL,True,True,True,store1151@unclejoescoffee.com,,,11845 Southwest Hwy Unit 1 Palos Heights IL 60463,,,11845 Southwest Hwy,Unit 1,60463,Palos Heights; 11845 Southwest Hwy.,,,,,,,,,,,,,,
c5b9d445-3eab-4cf4-bbc9-27a4779c1a8e,False,Standish,MI,True,True,True,store1096@unclejoescoffee.com,9897183012,,3820 S. Huron Rd. Standish MI 48658,43.9741740,-83.9601512,3820 S. Huron Rd.,,48658,Standish; 3820 S. Huron Rd.,,,,,,,,,,,,,,
2e1fe504-d17b-487c-9253-7f5eab0daa2d,False,Columbus,OH,True,True,True,store1083@unclejoescoffee.com,,,2002-2009 Crown Plaza Dr. Columbus OH 43325,,,2002-2009 Crown Plaza Dr.,,43325,Columbus; 2002-2009 Crown Plaza Dr.,,,,,,,,,,,,,,
8449f22a-a515-4806-b518-a4e95d3c6d73,False,Sandusky,MI,True,True,True,store1100@unclejoescoffee.com,,,267 East Sanilac Rd. Sandusky MI 48471,,,267 East Sanilac Rd.,,48471,Sandusky; 267 E Sanilac Rd.,,,,,,,,,,,,,,
c38f4d7b-b9bf-41af-bbd8-a760887cacb3,True,Portage,IN,True,True,True,store1107@unclejoescoffee.com,2197069140,,2872 Willowcreek Rd Portage IN 46368,41.5688910,-87.1834380,2872 Willowcreek Rd,,46368,"Portage, IN; 2872 Willowcreek Rd.",500,2000,500,2000,500,2000,500,2000,500,2000,500,2000,700,2000
7dd9bb73-151b-4691-b932-47da3c234528,False,Springfield,OH,True,True,True,store1086@unclejoescoffee.com,,,0 West North St. Springfield OH 45504,,,0 West North St.,,45504,Springfield; 0 West North St.,,,,,,,,,,,,,,
0acc7ce3-82ac-4511-b097-32faf025bb79,True,Bay City,MI,True,True,True,store1157@unclejoescoffee.com,9893164192,,6185 Westside Saginaw Rd. Bay City MI 48706,43.5609852,-83.9451752,6185 Westside Saginaw Rd.,,48706,Bay City; 6185 Westside Saginaw Rd.,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
7c38f440-6c21-40d2-a639-a072d68cf032,True,Harrison,MI,True,True,True,store1138@unclejoescoffee.com,9896300224,,717 North 1st St. Harrison MI 48625,44.0264370,-84.8040100,717 North 1st St.,,48625,Harrison; 717 North 1st St.,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
eb441697-488b-4560-a7c2-fcef80a4d077,True,Jackson,MI,True,True,True,store1142@unclejoescoffee.com,5175365100,,320 Brooklyn Rd. Jackson MI 49201,42.1646330,-84.2537102,320 Brooklyn Rd.,,49201,"Jackson, MI; 320 Brooklyn Rd.",600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
6e5fe6b6-a4ac-41a2-ae55-2e9b0ef56c59,True,Burton,MI,True,True,True,store1074@unclejoescoffee.com,,,5515 Davidson Rd. Suite 1 Burton MI 48509,,,5515 Davidson Rd.,Suite 1,48509,Burton; 5515 Davison St. Suite 1,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
af048f83-374b-44b3-8b62-ee87c99301e7,False,Vassar,MI,True,True,True,store1093@unclejoescoffee.com,,,123 Main St. Vassar MI 48768,,,123 Main St.,,48768,Vassar; 123 S. Main St.,,,,,,,,,,,,,,
31232802-ebf9-47c3-b022-2c4c46a8f88b,False,Huntington Woods,MI,True,True,True,store1112@unclejoescoffee.com,,,"26018-20 Coolidge Hwy., Huntington Woods MI 48070",,,"26018-20 Coolidge Hwy.,",,48070,Huntington Woods; 26018-20 Coolidge Hwy.,,,,,,,,,,,,,,
8ccd055e-1636-4046-bec4-ed39d41b018b,True,Cincinnati,OH,True,True,True,store1176@unclejoescoffee.com,5134292092,,4980 Delhi Pike Cincinnati OH 45238,39.0953500,-84.6082000,4980 Delhi Pike,,45238,Cincinnati; 4980 Delhi Rd,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2100
6f777801-dd21-4563-b6a4-480427353c86,False,Proctorville,OH,True,True,True,store1173@unclejoescoffee.com,,,126 State St. Proctorville OH 45669,38.4385074,-82.3825128,126 State St.,,45669,Proctorville; 126 State St.,,,,,,,,,,,,,,
bdd655dc-d87a-4789-bf6a-6f21abc02083,False,Troy,OH,True,True,True,store1133@unclejoescoffee.com,,,7189 SR-718 Troy OH 45373,40.0518141,-84.3521150,7189 SR-718,,45373,Troy; 7189 SR-718,,,,,,,,,,,,,,
f9cd0dc8-dfd8-44c4-ab81-3b019e8b2118,True,Ellettsville,IN,True,True,True,store1085@unclejoescoffee.com,,,"609 W Temperance St., Ellettsville IN 47429",39.2338079,-86.6252456,"609 W Temperance St.,",,47429,Ellettsville; 609 W. Temperance St.,530,2000,530,2000,530,2000,530,2000,530,2000,530,2000,700,2000
73c3c1a3-1577-4130-ab08-3b70ab2c5a41,False,Vicksburg,MI,True,True,True,store1052@unclejoescoffee.com,2694755116,,215 E Prairie St. Vicksburg MI 49097,42.1202910,-85.5302960,215 E Prairie St.,,49097,Vicksburg; 215 E. Prairie St.,,,,,,,,,,,,,,
307d74ff-c01b-4eaf-b9c5-02cf297bf3f2,False,McHenry,IL,True,True,True,store1054@unclejoescoffee.com,,,3523 Diamond Dr. McHenry IL 60051,42.3667239,-88.2683022,3523 Diamond Dr.,,60051,McHenry; 523 Diamond Dr.,,,,,,,,,,,,,,
0d7f3ab7-378c-4720-85e3-a05058282498,True,Alpena,MI,True,True,True,store1164@unclejoescoffee.com,9893400572,,320 Johnson St Alpena MI 49707,45.0794356,-83.4509387,320 Johnson St,,49707,Alpena; 320 Johnson St.,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
9df3e565-83ed-491c-8b5f-820ab0008d48,False,Midlothian,IL,True,True,True,store1055@unclejoescoffee.com,,,3721 147th St Midlothian IL 60445,,,3721 147th St,,60445,Midlothian; 3721 147th St.,,,,,,,,,,,,,,
d7a7323a-8fe9-4114-ae62-2edd1a5e6424,False,Luna Pier,MI,True,True,True,store1159@unclejoescoffee.com,,,4180 Luna Pier Rd. Luna Pier MI 48157,,,4180 Luna Pier Rd.,,48157,Luna Pier; 4180 Luna Pier Rd.,,,,,,,,,,,,,,
36cb3abb-4ba3-4a9a-92ba-af033cbd2353,False,Canton,MI,True,True,True,store1058@unclejoescoffee.com,,,"39462-39558 Michigan Ave, 48188 Canton MI 48188",,,"39462-39558 Michigan Ave, 48188",,48188,Canton; 39462-39558 Michigan Ave.,,,,,,,,,,,,,,
611c9139-d142-4099-80e2-3a320814852a,False,Taylor,MI,True,True,True,store1031@unclejoescoffee.com,,,"26101 Eureka Rd, Taylor MI 48180",42.2790746,-83.3361880,"26101 Eureka Rd,",,48180,Taylor; 26101 Eureka Rd.,,,,,,,,,,,,,,
436e31ad-45ff-488f-9837-b7dcf58a6fad,True,Warren,MI,True,True,True,store1236@unclejoescoffee.com,5863592102,,28455 Schoenherr Rd Warren MI 48088,42.5032185,-82.9877103,28455 Schoenherr Rd,,48088,Warren; 28455 Schoenherr Rd.,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
4033ff68-3360-46cb-9dbd-02d7ad2e3834,False,Bardstown,KY,True,True,True,store1125@unclejoescoffee.com,,,"706 Bloomfield Rd., Bardstown KY 40004",37.8178033,-85.4469459,"706 Bloomfield Rd.,",,40004,706 Bloomfield Rd; Bardstown,,,,,,,,,,,,,,
51780ef5-72ed-48ea-bbae-a8eca2f422a5,True,Harrodsburg,KY,True,True,True,store1108@unclejoescoffee.com,8596052177,,451 South College St Harrodsburg KY 40330,37.7573928,-84.8461615,451 South College St,,40330,451 South College St; Harrodsburg,530,2000,530,2000,530,2000,530,2000,530,2000,600,2000,700,2000
5c873e60-e2ca-4901-8931-8d632d13ef6c,True,Bethel,OH,True,True,True,store1103@unclejoescoffee.com,5134274242,,615 W Plane St Bethel OH 45106,38.9642099,-84.0900614,615 W Plane St,,45106,Bethel; 615 W Plane St.,500,2000,500,2000,500,2000,500,2000,500,2000,600,2000,700,2000
cee37e47-2893-4ca9-a714-9db8554b17b0,False,Itasca,IL,True,True,True,store1076@unclejoescoffee.com,,,1241 N Rohlwing Rd Unit A Itasca IL 60143,41.9919850,-88.0306480,1241 N Rohlwing Rd,Unit A,60143,1241 N Rohlwing Rd; Itasca,,,,,,,,,,,,,,
503d1d53-7dd1-4f97-82d4-7d8871dafea0,True,Marysville,OH,True,True,True,store1048@unclejoescoffee.com,9375539398,,18050 State Rte 31 Marysville OH 43040,40.2642940,-83.3737160,18050 State Rte 31,,43040,"Marysville, OH; 18050 State Rte 31",600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
b17af85b-da86-4e5e-9c83-aa139206907b,False,McCordsville,IN,True,True,True,store1022@unclejoescoffee.com,,,8956 N 600 W McCordsville IN 46055,39.9381761,-85.9181163,8956 N 600 W,,46055,McCordsville: 8956 N 600 W,,,,,,,,,,,,,,
72b142fa-7b82-4798-bfa8-dfd0790d5b76,True,Oscoda,MI,True,True,True,store1078@unclejoescoffee.com,,,5401 N Huron Rd Oscoda MI 48750,44.4370800,-83.3301300,5401 N Huron Rd,,48750,Oscoda; 5401 N Huron Rd,500,2000,500,2000,500,2000,500,2000,500,2000,500,2000,700,2000
4cf760ce-fb22-4c78-ba91-c68547e65527,False,Hamilton,MI,True,True,True,store1037@unclejoescoffee.com,,,"3424 Lincoln Rd., Hamilton MI 49419",,,"3424 Lincoln Rd.,",,49419,Hamilton; 3424 Lincoln Rd.,,,,,,,,,,,,,,
59e842d2-7d0a-4294-a7f2-6e7970c029ab,True,Shepherdsville,KY,True,True,True,store1088@unclejoescoffee.com,5022185999,,6340 Hwy 44 East Shepherdsville KY 40165,38.0265640,-85.6140761,6340 Hwy 44 East,,40165,Shephersville; 6340 Hwy 44 E,530,2000,530,2000,530,2000,530,2000,530,2000,600,2000,700,2000
09c06bde-7531-47d5-9f96-1ae3f69129da,False,Sheffield Lake,OH,True,True,True,store1066@unclejoescoffee.com,,,4100 E Lake Rd Sheffield Lake OH 44054,41.4896957,-82.1108102,4100 E Lake Rd,,44054,Sheffield Lake; 4100 E Lake Rd,,,,,,,,,,,,,,
7d2c4733-4fc6-49ac-ad42-bbef7dee6626,True,Kettering,OH,True,True,True,store1063@unclejoescoffee.com,9376403167,,2061 E. Dorothy Lane Kettering OH 45420,39.7033207,-84.1263504,2061 E. Dorothy Lane,,45420,Kettering; 2061 E. Dorothy Lane,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
33989dc6-bf19-411e-a4f2-0d04b7de25d5,False,Wooster,OH,True,True,True,store892@unclejoescoffee.com,,,2280 Akron Rd Wooster OH 44691,40.8276362,-81.9092303,2280 Akron Rd,,44691,Wooster; 2280 Akron Rd,,,,,,,,,,,,,,
4c86dd48-3b0b-496d-91c8-480e48113f51,True,Bowling Green,OH,True,True,True,store1092@unclejoescoffee.com,4197280665,,950 West Wooster Street (Inside Hospital Main Entrance) Bowling Green OH 43402,41.3763179,-83.6660102,950 West Wooster Street,(Inside Hospital Main Entrance),43402,950 West Wooster Street; Bowling Green,600,1900,600,1900,600,1900,600,1900,600,1900,700,1600,700,1600
334a3451-e4d3-4e5d-a770-b79813ffc309,True,Brook Park,OH,True,True,True,store1075@unclejoescoffee.com,2164718891,,15344 Snow Road Brook Park OH 44142,41.4041242,-81.8051610,15344 Snow Road,,44142,Brook Park; 15344 Snow Road,500,1900,500,1900,500,1900,500,1900,500,1900,600,1900,700,1900
6d6b89f0-f537-4121-be14-5968ef50f415,False,Chesaning,MI,True,True,True,store1023@unclejoescoffee.com,,,910 Broad St. Chesaning MI 48616,43.1863888,-84.1253250,910 Broad St.,,48616,910 Broad St.; Chesaning,,,,,,,,,,,,,,
c714a39b-b6a8-4999-9d6a-892dc1c21a53,True,Westville,IN,True,True,True,store1122@unclejoescoffee.com,,,1 Parkman Dr. Westville IN 46391,41.5469186,-86.8964835,1 Parkman Dr.,,46391,1 Parkman Dr.; Westville,500,2000,500,2000,500,2000,500,2000,500,2000,600,2000,600,2000
cd700938-d06a-437b-8a3c-a067d97f319b,True,Mt Morris,MI,True,True,True,store1117@unclejoescoffee.com,,,"11360 N. Saginaw St, Mt Morris MI 48458",43.1143914,-83.6938784,"11360 N. Saginaw St,",,48458,11360 N. Saginaw St; Mt Morris,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000,700,2000
694c3121-ecc6-4ced-935c-833007448ca6,True,Howard City,MI,True,True,True,store1081@unclejoescoffee.com,2319371075,,20055 W Edgar Rd Howard City MI 49329,43.4244710,-85.4836293,20055 W Edgar Rd,,49329,20055 W Edgar Rd; Howard City,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
8652d48b-674c-4933-8a0f-e2a36f2cf831,False,Macomb,MI,True,True,True,store1068@unclejoescoffee.com,,,16700 26 Mile Rd. Macomb MI 48042,42.7156757,-82.9590404,16700 26 Mile Rd.,,48042,16700 26 Mile Rd.; Macomb,,,,,,,,,,,,,,
2addf8e5-ac70-460f-8f22-614b19a355f2,True,Wixom,MI,True,True,True,store837@unclejoescoffee.com,2488812686,,49840 Grand River Ave. Wixom MI 48393,42.4951245,-83.5393765,49840 Grand River Ave.,,48393,Wixom; 49840 Grand River Ave.,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
37d1074e-1dc4-4395-bd11-37536af00f81,True,Flint,MI,True,True,True,store1113@unclejoescoffee.com,,,615 S. Saginaw St Flint MI 48502,43.0149017,-83.6893122,615 S. Saginaw St,,48502,615 S. Saginaw St; Flint,700,1700,700,1700,700,1700,700,1700,700,1700,900,1400,0,0
1d0aca20-4eb5-4829-91dc-b052f8f6a844,False,Pooler,GA,True,True,True,store1087@unclejoescoffee.com,,,801 Pooler Parkway Pooler GA 31322,32.1276629,-81.2599029,801 Pooler Parkway,,31322,,,,,,,,,,,,,,,
3bc11edd-a331-441e-9cec-29cdffe6d71c,False,Zionsville,IN,True,True,True,store897@unclejoescoffee.com,,,"S. Main St, , Suite TBD Zionsville IN 46077",39.9478534,-86.2608322,"S. Main St, ,",Suite TBD,46077,,,,,,,,,,,,,,,
a519df4c-4e86-4997-9ffb-9b044694a472,True,Ocala,FL,True,True,True,store1021@unclejoescoffee.com,3527244429,,9570 SW 62nd Avenue Rd. Suite 600 Ocala FL 34476,29.0772959,-82.2175594,9570 SW 62nd Avenue Rd.,Suite 600,34476,Ocala; 9570 SW 62nd Avenue Rd.,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
a3bf428d-9ec9-415f-8f81-c4d949f9c37f,True,Green Bay,WI,True,True,True,store1091@unclejoescoffee.com,9203013607,,2360 E. Mason Street Green Bay WI 54302,44.4873682,-87.9646112,2360 E. Mason Street,,54302,Green Bay; E Mason Street,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
964f96b9-4a01-49c0-9b23-d61db1be19aa,False,Taylor,MI,True,True,True,store1036@unclejoescoffee.com,,,25700 Goddard Rd. Taylor MI 48180,42.2263470,-83.2871628,25700 Goddard Rd.,,48180,"Taylor, MI; 25700 Goddard Rd",,,,,,,,,,,,,,
435ee96a-9b5a-4f67-bbcf-9895fe2b1065,True,Carpentersville,IL,True,True,True,store1077@unclejoescoffee.com,2248022999,,2168 Randall Rd. Carpentersville IL 60110,42.1194711,-88.3359033,2168 Randall Rd.,,60110,"Carpentersville, IL; Randall Rd.",600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
e2db2340-1ae7-45fd-86ec-35b820cefb2f,True,Waukesha,WI,True,True,True,store1008@unclejoescoffee.com,2622328889,,N20 W22951 Watertown Rd. Suite 101 Waukesha WI 53186,43.0573792,-88.2040005,N20 W22951 Watertown Rd.,Suite 101,53186,Waukesha; N20 W22951 Watertown Rd.,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
7f382bf6-8e2a-49b5-aad4-7223e3ef4e16,True,Allen Park,MI,True,True,True,store654@unclejoescoffee.com,,,17410 Ecorse Rd Allen Park MI 48101,42.2568833,-83.2242698,17410 Ecorse Rd,,48101,,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
cda87437-1773-4dad-b997-ad56bc21a9e0,True,Saginaw,MI,True,True,True,store1090@unclejoescoffee.com,9899061819,,3743 E Holland Rd. Saginaw MI 48601,43.4148920,-83.8856320,3743 E Holland Rd.,,48601,"Saginaw, MI; 3743 E Holland Rd.",430,2000,430,2000,430,2000,430,2000,430,2000,600,2000,700,2000
96ebfa7a-098c-4079-a673-354cd706ad48,False,Altoona,WI,True,True,True,store1082@unclejoescoffee.com,,,1451 Bluestem Boulevard Suite A Altoona WI 54720,44.8185570,-91.4574814,1451 Bluestem Boulevard,Suite A,54720,,,,,,,,,,,,,,,
d918e312-c86c-4c58-8472-759b651af32b,True,Bridgeport,MI,True,True,True,store1010@unclejoescoffee.com,9892701297,,6605 Dixie Hwy Bridgeport MI 48722,43.3479828,-83.8581983,6605 Dixie Hwy,,48722,Bridgeport; 6605 Dixie Hwy,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
e80c9f1e-f9a4-4ec5-8cf3-237a1fa1ef77,True,Middletown,OH,True,True,True,store1025@unclejoescoffee.com,5132170299,,3593 South Dixie Highway Middletown OH 45005,39.4972035,-84.3367649,3593 South Dixie Highway,,45005,3593 South Dixie Highway; Middletown,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
552b3a32-8215-4850-b841-f7a3f62b41ea,False,Smyrna,TN,True,True,True,store893@unclejoescoffee.com,,,1923 Almaville Rd Smyrna TN 37167,35.9299409,-86.5336170,1923 Almaville Rd,,37167,,,,,,,,,,,,,,,
fbb3f353-3044-49bc-a267-a71ca19dcf0a,False,Oxford,MI,True,True,True,store670@unclejoescoffee.com,,,151 S Washington Street Oxford MI 48371,42.8183033,-83.2593402,151 S Washington Street,,48371,,,,,,,,,,,,,,,
968fc481-6192-4241-a245-427a9ff57203,True,Van Wert,OH,True,True,True,store888@unclejoescoffee.com,4199108311,,10280 State Route 118 Van Wert OH 45891,40.8512332,-84.6010993,10280 State Route 118,,45891,Van Wert; 10280 State Route 118,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
e88db872-ea1b-469b-aef7-52ce6ea86f42,True,Lewis Center,OH,True,True,True,store716@unclejoescoffee.com,7402728355,,8954 Owenfield Dr Lewis Center OH 43035,40.1617284,-83.0229641,8954 Owenfield Dr,,43035,Lewis Center; 8954 Owenfield Dr.,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
b05e39a2-d4d4-4658-8689-27c1f2e07fd9,True,Richmond,MI,True,True,True,store1065@unclejoescoffee.com,5864304051,,67421 S Main St. Richmond MI 48062,42.7978311,-82.7390551,67421 S Main St.,,48062,67421 S Main St; Richmond,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,600,1900
4d289a5c-72cd-470e-bef7-eba78ebf1da1,False,Farmington Hills,MI,True,True,True,store884@unclejoescoffee.com,,,27604 Middlebelt Road Farmington Hills MI 48334,42.4980930,-83.3383835,27604 Middlebelt Road,,48334,Farmington Hills; 27604 Middlebelt Road,,,,,,,,,,,,,,
9c2d9336-34a7-4046-82d4-745b717c74ed,True,East Lansing,MI,True,True,True,store879@unclejoescoffee.com,5175990042,,7265 E. Saginaw St. East Lansing MI 48823,42.7724399,-84.4158540,7265 E. Saginaw St.,,48823,7265 E. Saginaw St.; East Lansing,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
2d84700f-d24d-4c20-8855-e4a6abc60e50,True,Lucasville,OH,True,True,True,store885@unclejoescoffee.com,7408765296,,37 Moulton Place Lucasville OH 45648,38.8743868,-82.9972921,37 Moulton Place,,45648,Lucasville; 37 Moulton Place,500,2000,500,2000,500,2000,500,2000,500,2000,600,2000,700,2000
0d76dfab-556d-405a-808f-2e42db363a83,True,Lake City,MI,True,True,True,store818@unclejoescoffee.com,2312951093,,5782 W. Houghton Lake Rd Lake City MI 49651,44.3400436,-85.2109335,5782 W. Houghton Lake Rd,,49651,Lake City; 5782 W. Houghton Lake Road,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,2000
f67a7a37-973f-4ba1-816c-b0014e3efbf1,True,Monroe,OH,True,True,True,store1073@unclejoescoffee.com,5133607300,,210 Brooks Dr. Monroe OH 45050,39.4457097,-84.3967234,210 Brooks Dr.,,45050,Monroe; 210 Brooks Dr.,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
d7dae1ee-74cc-4a62-8171-d8f644bb6e4d,False,Indian River,MI,True,True,True,store833@unclejoescoffee.com,2312382138,,4141 Club Rd. Indian River MI 49749,45.4017343,-84.6101313,4141 Club Rd.,,49749,Indiana River; 4141 Club Rd.,,,,,,,,,,,,,,
